Time,Fuel,Fan,Feed,Temp,O2
2012-01-01 00:00:20,18.953382825664775,52.79083737096343,51.0,913.1638362016986,-19.90885550647161
2012-01-01 00:00:30,18.947632854612298,52.79071448902156,51.0,911.699683036359,-17.25130772386592
2012-01-01 00:00:40,18.720790121000437,52.985005115122796,51.0,910.6708475802385,-15.06614666025394
2012-01-01 00:00:50,18.856424487589265,52.750820302630856,51.0,909.4751453351394,-13.067148880174548
2012-01-01 00:01:00,18.94571347757975,53.09396365162944,51.0,908.7510033833798,-11.390479924296281
2012-01-01 00:01:10,18.857878805534984,53.22066091304082,51.0,907.8521799501632,-10.006183251737173
2012-01-01 00:01:20,18.818380810446392,52.89425560384789,51.0,907.4684517799087,-8.792892948806886
2012-01-01 00:01:30,18.82103891527389,53.34908386390062,51.0,907.1599037501558,-8.566364286103665
2012-01-01 00:01:40,19.413241236643746,52.84321472693974,51.0,906.7506405275129,-7.651366103118072
2012-01-01 00:01:50,19.03153190751858,52.8214117086326,51.0,906.21373383977,-7.365514776529514
2012-01-01 00:02:00,19.086855608969916,52.69027762875014,51.0,905.8653819885496,-7.125754904336953
2012-01-01 00:02:10,19.14399411215207,52.89637310035628,51.0,905.5346178785792,-6.635547098530038
2012-01-01 00:02:20,18.87699537135968,52.870444507443494,51.0,905.5866902286567,-6.168441802071536
2012-01-01 00:02:30,19.1841697418161,52.905727787881645,51.0,905.4456660091794,-5.920567810847716
2012-01-01 00:02:40,19.175905981254804,52.90793274590088,51.0,905.2035568976025,-5.5454680913615615
2012-01-01 00:02:50,19.12899900975071,53.061018242915814,51.0,905.3461853352834,-5.718154504427156
2012-01-01 00:03:00,18.908271637700377,53.178354696751036,51.0,905.311613697738,-5.65277985217502
2012-01-01 00:03:10,19.192332633828364,53.210784395719216,51.0,904.9888507518241,-5.497046522421688
2012-01-01 00:03:20,19.084928019281914,52.97789666177165,51.0,904.9595829031147,-5.249222001321614
2012-01-01 00:03:30,19.024577979076575,53.00604221264289,51.0,904.9471187901032,-5.460648209123015
2012-01-01 00:03:40,30.791208227421087,52.99889727301901,51.0,904.8139879594495,-5.636160746358168
2012-01-01 00:03:50,32.083466967053155,53.1185236150918,51.0,904.9433694679313,-5.030912511547617
2012-01-01 00:04:00,32.067058705963746,53.075794288529394,51.0,906.5988237759648,-5.889655834714997
2012-01-01 00:04:10,31.868619986046617,59.4810770270217,51.0,907.5846027511919,-5.312759154680325
2012-01-01 00:04:20,31.819374218262272,83.8083428541336,51.0,908.5547387770066,-5.719383768617009
2012-01-01 00:04:30,31.71006132353644,83.98681691248589,51.0,908.827949508974,-3.173714175211334
2012-01-01 00:04:40,32.12225715403359,83.89858619232385,51.0,908.5606292254048,-0.48257733918176066
2012-01-01 00:04:50,31.99797184018571,83.76004091183214,51.0,908.6390907974908,2.0235209607823976
2012-01-01 00:05:00,32.09146463635555,84.0103106444187,51.0,908.7468185017012,4.266457694423552
2012-01-01 00:05:10,32.43988843333953,84.07121395284119,51.0,908.7950190829952,5.8759505425232526
2012-01-01 00:05:20,32.08491075904381,84.32756719265753,51.0,908.6261278135714,6.963795098259039
2012-01-01 00:05:30,32.05785621665827,84.30132024007906,51.0,909.1807623121146,8.108941810661895
2012-01-01 00:05:40,31.7965114396789,84.1958717433069,51.0,909.0129336559041,8.668555367647665
2012-01-01 00:05:50,32.02554449569716,83.95567704820581,51.0,909.1260900420854,9.24064977429273
2012-01-01 00:06:00,32.159036366270655,83.71471148843361,51.0,908.9772730354769,9.663476292753717
2012-01-01 00:06:10,32.14043035448576,84.04892097566848,51.0,909.0712607794133,10.60376774456112
2012-01-01 00:06:20,31.946513524679307,83.86638419832384,51.0,908.8515324863292,10.661440184367084
2012-01-01 00:06:30,31.96705788066695,84.36635351366272,51.0,909.1283928625207,10.753459197555069
2012-01-01 00:06:40,31.88630249962454,83.70561453357705,51.0,908.8004480253869,11.060321972581104
2012-01-01 00:06:50,31.984536322166253,83.62762208107681,51.0,909.0114905552712,11.286391783082346
2012-01-01 00:07:00,32.06701616405309,83.9273593679581,51.0,908.9932611210503,11.512190408052154
2012-01-01 00:07:10,32.20304369567482,83.99023499385203,51.0,909.1220349361625,11.340270264854876
2012-01-01 00:07:20,31.89159862673401,83.63013492983761,51.0,909.1745895482866,11.388982370364664
2012-01-01 00:07:30,32.128102685119565,84.02106369575827,51.0,908.8123355761458,11.627896869424267
2012-01-01 00:07:40,32.35763180696027,83.87214383837579,51.0,908.9549726833371,11.474613876923058
2012-01-01 00:07:50,31.95060216969252,84.18610611216477,51.0,908.9765460909091,11.803016093189493
2012-01-01 00:08:00,32.132994383429626,84.09628924266211,51.0,908.9044693269321,11.493114833898222
2012-01-01 00:08:10,32.019452949601444,83.95538606222121,51.0,909.16936041801,11.79177979130834
2012-01-01 00:08:20,31.884449021624015,83.91858253244007,51.0,908.8941747554691,11.682609004554708
2012-01-01 00:08:30,32.1104100953072,68.64177163675477,51.0,909.0969046940666,12.327120858268382
2012-01-01 00:08:40,31.962349633132636,53.274572673795475,51.0,909.2329654675601,11.836157887818713
2012-01-01 00:08:50,32.11630674720825,52.99723787739267,51.0,909.4636276508554,8.308869942349382
2012-01-01 00:09:00,32.03488533201524,53.08278734531287,51.0,910.1967719968015,5.188419163708104
2012-01-01 00:09:10,32.085050837458894,53.05208400907297,51.0,910.5559612845748,2.64575403012354
2012-01-01 00:09:20,31.96723014791821,52.91833935631852,51.0,910.8555747938565,1.0520697353734034
2012-01-01 00:09:30,32.09981857858823,53.30622818396095,51.0,911.0338528218865,-0.013123306670213376
