Time,Fuel,Fan,Feed,Temp,O2
9/30/2012 9:26,12,90,100,898.4415954,5.277474582
9/30/2012 9:26,12,90,100,898.3932762,5.283105936
9/30/2012 9:27,12,90,100,898.354621,5.287329452
9/30/2012 9:27,12,90,100,898.3236968,5.29049709
9/30/2012 9:27,12,90,100,898.2989574,5.292872816
9/30/2012 9:27,12,90,100,898.279166,5.294654612
9/30/2012 9:27,12,90,100,898.2633328,5.29599096
9/30/2012 9:27,12,90,100,898.2506662,5.29699322
9/30/2012 9:28,12,90,100,898.240533,5.297744914
9/30/2012 9:28,12,90,100,898.2324264,5.298308686
9/30/2012 9:28,12,90,100,898.2259412,5.298731514
9/30/2012 9:28,12,90,100,898.2207528,5.299048636
9/30/2012 9:28,12,90,100,898.2166024,5.299286476
9/30/2012 9:28,12,90,100,898.2132818,5.299464858
9/30/2012 9:29,12,90,100,898.2106254,5.299598644
9/30/2012 9:29,12,90,100,898.2085004,5.299698982
9/30/2012 9:29,12,90,100,898.2068004,5.299774236
9/30/2012 9:29,12,90,100,898.2054402,5.299830678
9/30/2012 9:29,12,90,100,898.2043522,5.299873008
9/30/2012 9:29,12,90,100,898.2034818,5.299904756
9/30/2012 9:30,12,90,100,898.2027854,5.299928568
9/30/2012 9:30,12,90,100,898.2022284,5.299946426
9/30/2012 9:30,12,90,100,898.2017826,5.29995982
9/30/2012 9:30,12,90,100,898.2014262,5.299969864
9/30/2012 9:30,12,90,100,898.201141,5.299977398
9/30/2012 9:30,12,90,100,898.2009128,5.299983048
9/30/2012 9:31,12,90,100,898.2007302,5.299987286
9/30/2012 9:31,12,90,100,898.2005842,5.299990464
9/30/2012 9:31,12,90,100,898.2004674,5.299992848
9/30/2012 9:31,12,90,100,898.2003738,5.299994636
9/30/2012 9:31,12,94.5,100,898.200299,5.299995978
9/30/2012 9:31,12,94.5,100,898.2002392,5.299996984
9/30/2012 9:32,12,94.5,100,898.2001914,5.299997738
9/30/2012 9:32,12,94.5,100,898.2001532,5.299998302
9/30/2012 9:32,12,94.5,100,898.2001226,5.299998728
9/30/2012 9:32,15,94.5,100,898.200098,5.299999046
9/30/2012 9:32,15,94.5,100,898.2000784,5.299999284
9/30/2012 9:32,15,94.5,100,898.2000628,5.299999464
9/30/2012 9:33,15,94.5,100,898.2000502,5.299999598
9/30/2012 9:33,15,94.5,100,898.2000402,5.299999698
9/30/2012 9:33,15,94.5,100,898.2000322,5.299999774
9/30/2012 9:33,15,94.5,100,898.2000256,5.29999983
9/30/2012 9:33,15,94.5,100,898.4475206,5.899999872
9/30/2012 9:33,15,94.5,100,898.6455164,6.349999904
9/30/2012 9:34,15,94.5,100,898.8039132,6.687499928
9/30/2012 9:34,15,94.5,100,898.9306306,6.940624946
9/30/2012 9:34,15,94.5,100,899.0320044,7.13046871
9/30/2012 9:34,15,94.5,100,899.1131036,7.272851532
9/30/2012 9:34,15,94.5,100,899.1779828,7.37963865
9/30/2012 9:34,15,94.5,100,899.2298862,7.459728986
9/30/2012 9:35,15,94.5,100,899.271409,7.51979674
9/30/2012 9:35,15,94.5,100,899.3046272,7.564847556
9/30/2012 9:35,15,94.5,100,899.3312018,7.598635666
9/30/2012 9:35,15,94.5,100,899.3524614,7.62397675
9/30/2012 9:35,15,94.5,100,899.3694692,7.642982562
9/30/2012 9:35,15,94.5,100,899.3830754,7.657236922
9/30/2012 9:36,15,94.5,100,899.3939602,7.667927692
9/30/2012 9:36,15,94.5,100,899.4026682,7.675945768
9/30/2012 9:36,15,94.5,100,899.4096346,7.681959326
9/30/2012 9:36,15,94.5,100,899.4152076,7.686469494
9/30/2012 9:36,15,94.5,100,899.4196662,7.689852122
9/30/2012 9:36,15,94.5,100,899.4232328,7.69238909
9/30/2012 9:37,15,94.5,100,899.4260864,7.694291818
9/30/2012 9:37,15,94.5,100,899.428369,7.695718864
9/30/2012 9:37,15,94.5,100,899.4301952,7.696789148
9/30/2012 9:37,15,94.5,100,899.4316562,7.69759186
9/30/2012 9:37,15,94.5,100,899.432825,7.698193896
9/30/2012 9:37,15,94.5,100,899.43376,7.698645422
9/30/2012 9:38,15,94.5,100,899.434508,7.698984066
9/30/2012 9:38,15,94.5,100,899.4351064,7.69923805
9/30/2012 9:38,15,94.5,100,899.4355852,7.699428538
9/30/2012 9:38,15,94.5,100,899.435968,7.699571402
9/30/2012 9:38,15,94.5,100,899.4362744,7.699678552
9/30/2012 9:38,15,94.5,100,899.4365196,7.699758914
9/30/2012 9:39,15,94.5,100,899.4367156,7.699819186
9/30/2012 9:39,15,94.5,100,899.4368726,7.69986439
9/30/2012 9:39,15,94.5,100,899.436998,7.699898292
9/30/2012 9:39,15,94.5,100,899.4370984,7.699923718
9/30/2012 9:39,15,94.5,100,899.4371788,7.69994279
9/30/2012 9:39,15,94.5,100,899.437243,7.699957092
9/30/2012 9:40,15,90,100,899.4372944,7.699967818
9/30/2012 9:40,15,90,100,899.4373356,7.699975864
9/30/2012 9:40,15,90,100,899.4373684,7.699981898
9/30/2012 9:40,15,90,100,899.4373948,7.699986424
9/30/2012 9:40,15,90,100,899.4374158,7.699989818
9/30/2012 9:40,15,90,100,899.4374326,7.699992364
9/30/2012 9:41,15,90,100,899.4374462,7.699994272
9/30/2012 9:41,15,90,100,899.4374568,7.699995704
9/30/2012 9:41,15,90,100,899.4374656,7.699996778
9/30/2012 9:41,15,90,100,899.4374724,7.699997584
9/30/2012 9:41,15,90,100,899.437478,7.699998188
9/30/2012 9:41,15,90,100,899.4374824,7.69999864
9/30/2012 9:42,15,90,100,899.5499858,7.02499898
9/30/2012 9:42,15,90,100,899.6399886,6.518749236
9/30/2012 9:42,15,90,100,899.711991,6.139061926
9/30/2012 9:42,15,90,100,899.7695928,5.854296444
9/30/2012 9:42,15,90,100,899.8156742,5.640722334
9/30/2012 9:42,15,90,100,899.8525394,5.48054175
9/30/2012 9:43,15,90,100,899.8820314,5.360406312
9/30/2012 9:43,15,90,100,899.9056252,5.270304734
